SpainPopulation size (abridged)	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
     1999       33            328143.57       334117.60       662261.17
     1999       34            333739.22       338354.92       672094.14
     1999       35            319597.78       325056.19       644653.97
     1999       36            310457.55       313294.80       623752.35
     1999       37            306235.65       307266.61       613502.26
     1999       38            309200.97       309955.95       619156.92
     1999       39            302654.90       302705.02       605359.92
     1999       40            297392.02       297262.21       594654.23
     1999       41            291877.62       290986.76       582864.38
     1999       42            273152.61       272093.59       545246.20
     1999       43            266514.99       265055.47       531570.46
     1999       44            256652.37       253925.53       510577.90
     1999       45            256819.83       256027.24       512847.07
     1999       46            256087.23       256233.72       512320.95
     1999       47            241758.23       240508.18       482266.41
     1999       48            238350.68       236529.03       474879.71
     1999       49            249167.58       244011.73       493179.31
     1999       50            261071.05       255897.82       516968.87
     1999       51            241815.98       237176.12       478992.10
     1999       52            230935.32       224155.49       455090.81
     1999       53            245420.21       237421.07       482841.28
     1999       54            233713.21       225303.01       459016.22
     1999       55            230868.78       223769.68       454638.46
     1999       56            201914.88       194941.74       396856.62
     1999       57            186755.95       180613.93       367369.88
     1999       58            228401.35       217390.25       445791.60
     1999       59            161669.36       149660.98       311330.34
     1999       60            180536.58       166980.84       347517.42
     1999       61            204749.41       189098.44       393847.85
     1999       62            229729.54       206262.18       435991.72
     1999       63            222896.90       202557.78       425454.68
     1999       64            222620.68       200383.40       423004.08
     1999       65            230627.74       206188.91       436816.65
     1999       66            228491.86       202174.77       430666.63
     1999       67            219081.43       193020.66       412102.09
     1999       68            222835.71       190059.09       412894.80
     1999       69            211038.00       177782.55       388820.55
     1999       70            209295.68       172898.25       382193.93
     1999       71            196340.48       160140.52       356481.00
     1999       72            196210.85       157306.19       353517.04
     1999       73            186976.47       144806.72       331783.19
     1999       74            182380.61       138190.34       320570.95
     1999       75            173309.38       130038.13       303347.51
     1999       76            170799.60       121223.28       292022.88
     1999       77            153489.91       110724.84       264214.75
     1999       78            145333.87        93620.43       238954.30
     1999       79            124540.50        76983.22       201523.72
     1999       80            123491.13        70154.48       193645.61
     1999       81            112336.27        62482.58       174818.85
     1999       82            104378.00        56336.48       160714.48
     1999       83             98557.16        51664.22       150221.38
     1999       84             92144.15        45994.72       138138.87
     1999       85             82223.61        40409.64       122633.25
     1999       86             75126.43        34941.27       110067.70
     1999       87             63465.65        29096.27        92561.92
     1999       88             56194.78        24188.23        80383.01
     1999       89             45052.88        19409.28        64462.16
     1999       90             37183.80        15525.09        52708.89
     1999       91             29597.81        11688.77        41286.58
     1999       92             23020.24         8552.76        31573.00
     1999       93             17699.39         6423.90        24123.29
     1999       94             12915.31         4333.20        17248.51
     1999       95              9473.23         3077.00        12550.23
     1999       96              6929.60         2156.00         9085.60
     1999       97              4267.00         1363.00         5630.00
     1999       98              3139.00          939.00         4078.00
     1999       99              1589.00          434.00         2023.00
     1999      100               954.00          258.00         1212.00
     1999      101               613.00          161.00          774.00
     1999      102               416.00           78.00          494.00
     1999      103               213.00           44.00          257.00
     1999      104               110.00           18.00          128.00
     1999      105                62.00            8.00           70.00
     1999      106                42.00           10.00           52.00
     1999      107                14.00            8.00           22.00
     1999      108                19.00            2.00           21.00
     1999      109                16.00            4.00           20.00
     1999      110+                1.00            0.00            1.00
     2000        0            184216.00       195039.60       379255.60
     2000        1            177802.43       189649.57       367452.00
     2000        2            179178.56       189426.00       368604.56
     2000        3            177129.36       186786.00       363915.36
     2000        4            178707.46       189054.92       367762.38
     2000        5            181143.60       191859.00       373002.60
     2000        6            189028.82       200301.59       389330.41
     2000        7            196771.16       207522.53       404293.69
     2000        8            195228.59       207172.15       402400.74
     2000        9            198661.55       209696.08       408357.63
     2000       10            202589.25       214182.70       416771.95
     2000       11            205451.95       217171.52       422623.47
     2000       12            209871.27       221768.79       431640.06
     2000       13            216614.56       228057.24       444671.80
     2000       14            226372.42       238656.19       465028.61
     2000       15            236570.56       249967.47       486538.03
     2000       16            246289.95       258770.16       505060.11
     2000       17            262810.98       275898.32       538709.30
     2000       18            276857.45       291842.51       568699.96
     2000       19            294546.01       308433.04       602979.05
     2000       20            307824.41       322171.18       629995.59
     2000       21            324942.38       341715.15       666657.53
     2000       22            332064.10       349736.32       681800.42
     2000       23            343877.95       360113.64       703991.59
     2000       24            344662.64       361516.17       706178.81
     2000       25            344011.84       359228.02       703239.86
     2000       26            338042.29       353616.75       691659.04
     2000       27            337993.19       353819.75       691812.94
     2000       28            334084.03       349087.71       683171.74
     2000       29            331096.44       345517.90       676614.34
     2000       30            329528.06       341695.78       671223.84
     2000       31            328940.22       339515.97       668456.19
     2000       32            334097.08       342420.07       676517.15
     2000       33            329525.05       337671.31       667196.36
     2000       34            329821.05       335425.40       665246.45
     2000       35            335837.15       340201.62       676038.77
     2000       36            321246.52       326394.13       647640.65
     2000       37            312218.36       314739.53       626957.89
     2000       38            307755.10       308473.74       616228.84
     2000       39            310862.65       311383.30       622245.95
     2000       40            304026.60       303772.35       607798.95
     2000       41            298731.01       298304.81       597035.82
     2000       42            293180.08       291913.17       585093.25
     2000       43            274238.74       272958.06       547196.80
     2000       44            267427.33       265674.98       533102.31
     2000       45            257309.91       254250.69       511560.60
     2000       46            257536.22       256400.83       513937.05
     2000       47            256861.48       256649.81       513511.29
     2000       48            242105.49       240372.78       482478.27
     2000       49            238357.79       236149.35       474507.14
     2000       50            249684.05       243906.82       493590.87
     2000       51            261866.36       256081.55       517947.91
     2000       52            241372.99       236067.75       477440.74
     2000       53            231230.88       223789.99       455020.87
     2000       54            245491.14       236687.38       482178.52
     2000       55            233710.14       224340.01       458050.15
     2000       56            230940.52       222933.45       453873.97
     2000       57            201409.26       193531.83       394941.09
     2000       58            186326.30       179270.29       365596.59
     2000       59            229625.57       217546.17       447171.74
     2000       60            160244.24       147266.65       307510.89
     2000       61            180296.06       165701.56       345997.62
     2000       62            204135.94       187440.29       391576.23
     2000       63            229335.03       204350.46       433685.49
     2000       64            221886.94       200109.85       421996.79
     2000       65            221694.79       197939.60       419634.39
     2000       66            229598.82       203138.94       432737.76
     2000       67            227234.57       198856.51       426091.08
     2000       68            217255.29       189124.77       406380.06
     2000       69            220923.14       185982.06       406905.20
     2000       70            208747.00       173457.37       382204.37
     2000       71            206990.45       168488.83       375479.28
     2000       72            193495.99       155161.68       348657.67
     2000       73            193184.23       151875.79       345060.02
     2000       74            183416.32       139136.81       322553.13
     2000       75            178256.74       132164.23       310420.97
     2000       76            168985.25       123821.75       292807.00
     2000       77            166102.73       114741.19       280843.92
     2000       78            148221.94       104062.89       252284.83
     2000       79            139887.91        87450.96       227338.87
     2000       80            121149.56        71509.79       192659.35
     2000       81            117444.13        64427.48       181871.61
     2000       82            106079.27        56929.58       163008.85
     2000       83             97722.00        50767.48       148489.48
     2000       84             91247.16        46138.22       137385.38
     2000       85             84534.15        40491.72       125025.87
     2000       86             74516.61        35148.64       109665.25
     2000       87             66936.43        29887.27        96823.70
     2000       88             55788.65        24516.27        80304.92
     2000       89             48485.78        19860.23        68346.01
     2000       90             38271.88        15672.28        53944.16
     2000       91             30862.80        12296.09        43158.89
     2000       92             24021.81         9079.77        33101.58
     2000       93             18368.24         6429.76        24798.00
     2000       94             13671.39         4750.90        18422.29
     2000       95              9673.31         3153.20        12826.51
     2000       96              7091.23         2135.00         9226.23
     2000       97              4994.60         1450.00         6444.60
     2000       98              2877.00          938.00         3815.00
     2000       99              2106.00          609.00         2715.00
     2000      100              1012.00          254.00         1266.00
     2000      101               570.00          154.00          724.00
     2000      102               375.00           97.00          472.00
     2000      103               232.00           49.00          281.00
     2000      104               114.00           29.00          143.00
     2000      105                68.00            9.00           77.00
     2000      106                38.00            5.00           43.00
     2000      107                25.00            4.00           29.00
     2000      108                 9.00            2.00           11.00
     2000      109                10.00            1.00           11.00
     2000      110+                6.00            2.00            8.00
     2001        0            191726.33       204496.67       396223.00
     2001        1            185850.00       196044.80       381894.80
     2001        2            179610.71       190947.29       370558.00
     2001        3            179754.78       189695.00       369449.78
     2001        4            177813.18       187235.00       365048.18
     2001        5            179504.23       189674.46       369178.69
     2001        6            181763.80       192305.00       374068.80
     2001        7            189624.41       200682.29       390306.70
     2001        8            197579.58       208141.26       405720.84
     2001        9            195936.79       207765.08       403701.87
     2001       10            199740.27       210842.04       410582.31
     2001       11            203839.63       215503.35       419342.98
     2001       12            206835.48       218643.26       425478.74
     2001       13            210922.63       222936.89       433859.52
     2001       14            217715.28       229244.62       446959.90
     2001       15            227568.71       239901.60       467470.31
     2001       16            237226.28       250739.73       487966.01
     2001       17            247266.47       259752.08       507018.55
     2001       18            264075.49       277013.16       541088.65
     2001       19            278533.73       293551.75       572085.48
     2001       20            296666.01       310367.52       607033.53
     2001       21            309406.70       323782.09       633188.79
     2001       22            327056.69       343883.57       670940.26
     2001       23            334170.55       351947.16       686117.71
     2001       24            345900.97       362155.82       708056.79
     2001       25            346331.32       363369.08       709700.40
     2001       26            345736.42       361093.51       706829.93
     2001       27            339511.64       355277.88       694789.52
     2001       28            339508.60       355156.88       694665.48
     2001       29            335519.52       350319.35       685838.87
     2001       30            332436.72       346818.45       679255.17
     2001       31            331033.03       343072.39       674105.42
     2001       32            330641.61       340976.48       671618.09
     2001       33            335637.04       343699.04       679336.08
     2001       34            331155.03       339064.16       670219.19
     2001       35            331524.52       336757.20       668281.72
     2001       36            337899.07       341995.31       679894.38
     2001       37            322855.26       327687.06       650542.32
     2001       38            313952.18       316185.27       630137.45
     2001       39            309246.55       309681.87       618928.42
     2001       40            312479.32       312787.65       625266.97
     2001       41            305368.30       304804.67       610172.97
     2001       42            300042.01       299258.40       599300.41
     2001       43            294445.54       292781.59       587227.13
     2001       44            275317.87       273749.53       549067.40
     2001       45            268331.66       266235.49       534567.15
     2001       46            257946.46       254534.84       512481.30
     2001       47            258237.61       256734.41       514972.02
     2001       48            257618.74       256964.91       514583.65
     2001       49            242449.74       240180.39       482630.13
     2001       50            238368.89       235655.68       474024.57
     2001       51            250156.53       243679.91       493836.44
     2001       52            262630.68       256236.27       518866.95
     2001       53            240903.99       234834.37       475738.36
     2001       54            231533.44       223397.50       454930.94
     2001       55            245463.07       235939.69       481402.76
     2001       56            233653.07       223323.00       456976.07
     2001       57            230983.26       222008.23       452991.49
     2001       58            200915.63       192038.91       392954.54
     2001       59            185865.65       177942.64       363808.29
     2001       60            230801.78       217627.08       448428.86
     2001       61            158760.12       144821.33       303581.45
     2001       62            180023.53       164410.28       344433.81
     2001       63            203492.47       185627.15       389119.62
     2001       64            228803.51       202216.73       431020.24
     2001       65            220883.97       197613.93       418497.90
     2001       66            220623.89       195176.80       415800.69
     2001       67            228378.91       200067.97       428446.88
     2001       68            225853.29       195470.26       421323.55
     2001       69            215145.14       185207.89       400353.03
     2001       70            218913.57       181776.03       400689.60
     2001       71            206294.00       169125.18       375419.18
     2001       72            204576.23       163802.42       368378.65
     2001       73            190417.49       150042.84       340460.33
     2001       74            189853.62       146498.40       336352.02
     2001       75            179632.16       133519.91       313152.07
     2001       76            174026.87       126184.11       300210.98
     2001       77            164204.13       117577.38       281781.51
     2001       78            161212.87       108449.09       269661.96
     2001       79            142640.97        97542.95       240183.92
     2001       80            138321.39        82862.56       221183.95
     2001       81            115523.56        66083.79       181607.35
     2001       82            111236.13        59017.48       170253.61
     2001       83             99588.27        51599.58       151187.85
     2001       84             90919.00        45675.48       136594.48
     2001       85             84127.16        41022.22       125149.38
     2001       86             77030.15        35575.72       112605.87
     2001       87             67054.61        30205.64        97260.25
     2001       88             59346.43        25449.27        84795.70
     2001       89             48659.65        20579.27        69238.92
     2001       90             41433.78        16344.23        57778.01
     2001       91             32082.88        12557.28        44640.16
     2001       92             25373.80         9669.09        35042.89
     2001       93             19327.81         6987.77        26315.58
     2001       94             14390.24         4772.76        19163.00
     2001       95             10518.39         3480.90        13999.29
     2001       96              7275.31         2192.20         9467.51
     2001       97              5195.23         1488.00         6683.23
     2001       98              3621.60         1020.00         4641.60
     2001       99              2054.00          629.00         2683.00
     2001      100              1447.00          398.00         1845.00
     2001      101               684.00          147.00          831.00
     2001      102               377.00           87.00          464.00
     2001      103               228.00           54.00          282.00
     2001      104               138.00           25.00          163.00
     2001      105                67.00           13.00           80.00
     2001      106                40.00            2.00           42.00
     2001      107                19.00            2.00           21.00
     2001      108                15.00            2.00           17.00
     2001      109                 5.00            1.00            6.00
     2001      110+                5.00            3.00            8.00
     2002        0            201047.00       210646.00       411693.00
     2002        1            193282.00       204828.00       398110.00
     2002        2            187579.00       197159.00       384738.00
     2002        3            181427.00       192270.00       373697.00
     2002        4            180347.00       189970.00       370317.00
     2002        5            178500.00       187692.00       366192.00
     2002        6            180309.00       190292.00       370601.00
     2002        7            182388.00       192767.00       375155.00
     2002        8            190226.00       201067.00       391293.00
     2002        9            198401.00       208757.00       407158.00
     2002       10            196628.00       208361.00       404989.00
     2002       11            200818.00       211981.00       412799.00
     2002       12            205087.00       216827.00       421914.00
     2002       13            208209.00       220109.00       428318.00
     2002       14            211980.00       224086.00       436066.00
     2002       15            218814.00       230436.00       449250.00
     2002       16            228767.00       241116.00       469883.00
     2002       17            237903.00       251503.00       489406.00
     2002       18            248219.00       260712.00       508931.00
     2002       19            265347.00       278142.00       543489.00
     2002       20            280212.00       295231.00       575443.00
     2002       21            298785.00       312282.00       611067.00
     2002       22            311012.00       325423.00       636435.00
     2002       23            329163.00       346052.00       675215.00
     2002       24            336277.00       354185.00       690462.00
     2002       25            347941.00       364218.00       712159.00
     2002       26            348003.00       365283.00       713286.00
     2002       27            347471.00       362987.00       710458.00
     2002       28            340959.00       356958.00       697917.00
     2002       29            341007.00       356517.00       697524.00
     2002       30            336934.00       351560.00       688494.00
     2002       31            333771.00       348080.00       681851.00
     2002       32            332537.00       344438.00       676975.00
     2002       33            332293.00       342447.00       674740.00
     2002       34            337174.00       344939.00       682113.00
     2002       35            332763.00       340437.00       673200.00
     2002       36            333193.00       338075.00       671268.00
     2002       37            339955.00       343796.00       683751.00
     2002       38            324445.00       328982.00       653427.00
     2002       39            315657.00       317565.00       633222.00
     2002       40            310708.00       310811.00       621519.00
     2002       41            314130.00       314124.00       628254.00
     2002       42            306712.00       305864.00       612576.00
     2002       43            301300.00       300230.00       601530.00
     2002       44            295709.00       293661.00       589370.00
     2002       45            276373.00       274542.00       550915.00
     2002       46            269195.00       266792.00       535987.00
     2002       47            258565.00       254775.00       513340.00
     2002       48            258917.00       257001.00       515918.00
     2002       49            258311.00       257249.00       515560.00
     2002       50            242749.00       239859.00       482608.00
     2002       51            238349.00       235144.00       473493.00
     2002       52            250587.00       243441.00       494028.00
     2002       53            263378.00       256176.00       519554.00
     2002       54            240356.00       233519.00       473875.00
     2002       55            231801.00       222837.00       454638.00
     2002       56            245395.00       234978.00       480373.00
     2002       57            233527.00       222188.00       455715.00
     2002       58            230989.00       220914.00       451903.00
     2002       59            200355.00       190413.00       390768.00
     2002       60            185338.00       176481.00       361819.00
     2002       61            231911.00       217540.00       449451.00
     2002       62            157233.00       142295.00       299528.00
     2002       63            179742.00       162985.00       342727.00
     2002       64            202748.00       183526.00       386274.00
     2002       65            228268.00       199948.00       428216.00
     2002       66            219721.00       195097.00       414818.00
     2002       67            219438.00       192277.00       411715.00
     2002       68            227001.00       196805.00       423806.00
     2002       69            224218.00       191931.00       416149.00
     2002       70            212978.00       181101.00       394079.00
     2002       71            216662.00       177190.00       393852.00
     2002       72            203669.00       164547.00       368216.00
     2002       73            201928.00       158868.00       360796.00
     2002       74            186993.00       144808.00       331801.00
     2002       75            186302.00       140744.00       327046.00
     2002       76            175531.00       127682.00       303213.00
     2002       77            169420.00       119971.00       289391.00
     2002       78            159035.00       111300.00       270335.00
     2002       79            156061.00       102036.00       258097.00
     2002       80            140583.99        93230.38       233814.37
     2002       81            132100.39        76752.56       208852.95
     2002       82            109561.56        60634.79       170196.35
     2002       83            104848.13        53583.48       158431.61
     2002       84             92996.27        46571.58       139567.85
     2002       85             84007.00        40624.48       124631.48
     2002       86             76780.16        36086.22       112866.38
     2002       87             69524.15        30738.72       100262.87
     2002       88             59685.61        25834.64        85520.25
     2002       89             52053.43        21323.27        73376.70
     2002       90             41955.65        16924.27        58879.92
     2002       91             34945.78        13231.23        48177.01
     2002       92             26514.88         9962.28        36477.16
     2002       93             20472.80         7394.09        27866.89
     2002       94             15432.81         5277.77        20710.58
     2002       95             11130.24         3515.76        14646.00
     2002       96              7957.39         2479.90        10437.29
     2002       97              5371.31         1556.20         6927.51
     2002       98              3706.23         1018.00         4724.23
     2002       99              2547.60          684.00         3231.60
     2002      100              1447.00          410.00         1857.00
     2002      101               940.00          232.00         1172.00
     2002      102               447.00           83.00          530.00
     2002      103               233.00           53.00          286.00
     2002      104               144.00           31.00          175.00
     2002      105                89.00           11.00          100.00
     2002      106                31.00            5.00           36.00
     2002      107                28.00            2.00           30.00
     2002      108                12.00            1.00           13.00
     2002      109                 5.00            1.00            6.00
     2002      110+                7.00            3.00           10.00
     2003        0            203286.00       216148.00       419434.00
     2003        1            204166.00       213649.00       417815.00
     2003        2            197363.00       209078.00       406441.00
     2003        3            192041.00       201785.00       393826.00
     2003        4            185727.00       196829.00       382556.00
     2003        5            184900.00       194674.00       379574.00
     2003        6            183083.00       192463.00       375546.00
     2003        7            184361.00       194587.00       378948.00
     2003        8            186366.00       197061.00       383427.00
     2003        9            194233.00       205433.00       399666.00
     2003       10            202399.00       213035.00       415434.00
     2003       11            200560.00       212678.00       413238.00
     2003       12            204639.00       216092.00       420731.00
     2003       13            208978.00       220966.00       429944.00
     2003       14            212281.00       224357.00       436638.00
     2003       15            215941.00       228333.00       444274.00
     2003       16            222719.00       234755.00       457474.00
     2003       17            232589.00       245530.00       478119.00
     2003       18            243247.00       256895.00       500142.00
     2003       19            255001.00       267083.00       522084.00
     2003       20            273505.00       286636.00       560141.00
     2003       21            289397.00       304800.00       594197.00
     2003       22            308717.00       323425.00       632142.00
     2003       23            321772.00       337443.00       659215.00
     2003       24            340289.00       358930.00       699219.00
     2003       25            347416.00       367686.00       715102.00
     2003       26            358931.00       378061.00       736992.00
     2003       27            358048.00       378898.00       736946.00
     2003       28            357342.00       376358.00       733700.00
     2003       29            350038.00       369477.00       719515.00
     2003       30            349825.00       368711.00       718536.00
     2003       31            345233.00       362951.00       708184.00
     2003       32            341874.00       359126.00       701000.00
     2003       33            340079.00       354662.00       694741.00
     2003       34            339452.00       352101.00       691553.00
     2003       35            343985.00       354038.00       698023.00
     2003       36            338820.00       348408.00       687228.00
     2003       37            338951.00       345633.00       684584.00
     2003       38            345435.00       351080.00       696515.00
     2003       39            329597.00       335438.00       665035.00
     2003       40            320390.00       323600.00       643990.00
     2003       41            314938.00       316228.00       631166.00
     2003       42            318078.00       319339.00       637417.00
     2003       43            310499.00       310509.00       621008.00
     2003       44            304899.00       304473.00       609372.00
     2003       45            298974.00       297400.00       596374.00
     2003       46            279411.00       277859.00       557270.00
     2003       47            271963.00       269844.00       541807.00
     2003       48            261088.00       257146.00       518234.00
     2003       49            261184.00       259125.00       520309.00
     2003       50            260410.00       259044.00       519454.00
     2003       51            244789.00       241334.00       486123.00
     2003       52            240138.00       236469.00       476607.00
     2003       53            252266.00       244494.00       496760.00
     2003       54            264906.00       256908.00       521814.00
     2003       55            241874.00       234387.00       476261.00
     2003       56            233240.00       223319.00       456559.00
     2003       57            246484.00       235084.00       481568.00
     2003       58            234618.00       222434.00       457052.00
     2003       59            231990.00       220717.00       452707.00
     2003       60            201301.00       190278.00       391579.00
     2003       61            186191.00       176250.00       362441.00
     2003       62            232517.00       216796.00       449313.00
     2003       63            157782.00       141925.00       299707.00
     2003       64            179982.00       162246.00       342228.00
     2003       65            202882.00       182345.00       385227.00
     2003       66            227791.00       198133.00       425924.00
     2003       67            219092.00       192832.00       411924.00
     2003       68            218639.00       189664.00       408303.00
     2003       69            225676.00       193527.00       419203.00
     2003       70            222769.00       188207.00       410976.00
     2003       71            211174.00       176994.00       388168.00
     2003       72            214464.00       172866.00       387330.00
     2003       73            201239.00       159826.00       361065.00
     2003       74            199087.00       153652.00       352739.00
     2003       75            183887.00       139485.00       323372.00
     2003       76            182622.00       134876.00       317498.00
     2003       77            171517.00       121776.00       293293.00
     2003       78            164890.00       113828.00       278718.00
     2003       79            154271.00       104916.00       259187.00
     2003       80            154707.13        97056.06       251763.19
     2003       81            134583.99        86455.38       221039.37
     2003       82            125391.39        70466.56       195857.95
     2003       83            103242.56        55149.79       158392.35
     2003       84             97746.13        48144.48       145890.61
     2003       85             85994.27        41422.58       127416.85
     2003       86             76709.00        35625.48       112334.48
     2003       87             69214.16        31206.22       100420.38
     2003       88             61740.15        26139.72        87879.87
     2003       89             52201.61        21759.64        73961.25
     2003       90             44838.43        17715.27        62553.70
     2003       91             35244.65        13672.27        48916.92
     2003       92             28866.78        10408.23        39275.01
     2003       93             21301.88         7715.28        29017.16
     2003       94             16046.80         5572.09        21618.89
     2003       95             11944.81         3875.77        15820.58
     2003       96              8356.24         2540.76        10897.00
     2003       97              5841.39         1705.90         7547.29
     2003       98              3807.31         1046.20         4853.51
     2003       99              2565.23          680.00         3245.23
     2003      100              1706.60          417.00         2123.60
     2003      101               936.00          279.00         1215.00
     2003      102               575.00          154.00          729.00
     2003      103               285.00           43.00          328.00
     2003      104               133.00           33.00          166.00
     2003      105                80.00           16.00           96.00
     2003      106                44.00            4.00           48.00
     2003      107                11.00            2.00           13.00
     2003      108                18.00            0.00           18.00
     2003      109                 1.00            0.00            1.00
     2003      110+                8.00            3.00           11.00
     2004        0            214972.00       228104.00       443076.00
     2004        1            206412.00       219087.00       425499.00
     2004        2            207227.00       216810.00       424037.00
     2004        3            201125.00       212962.00       414087.00
     2004        4            195937.00       205978.00       401915.00
     2004        5            189433.00       200973.00       390406.00
     2004        6            188995.00       198909.00       387904.00
     2004        7            186963.00       196515.00       383478.00
     2004        8            187893.00       198251.00       386144.00
     2004        9            189926.00       201004.00       390930.00
     2004       10            197821.00       209354.00       407175.00
     2004       11            206020.00       216912.00       422932.00
     2004       12            204217.00       216697.00       420914.00
     2004       13            208090.00       219861.00       427951.00
     2004       14            212474.00       224776.00       437250.00
     2004       15            216151.00       228441.00       444592.00
     2004       16            219730.00       232365.00       452095.00
     2004       17            226706.00       239144.00       465850.00
     2004       18            237637.00       250606.00       488243.00
     2004       19            249799.00       262568.00       512367.00
     2004       20            262395.00       274433.00       536828.00
     2004       21            281951.00       295015.00       576966.00
     2004       22            298399.00       314047.00       612446.00
     2004       23            318328.00       333373.00       651701.00
     2004       24            331761.00       348326.00       680087.00
     2004       25            350335.00       370306.00       720641.00
     2004       26            357017.00       378956.00       735973.00
     2004       27            368046.00       389089.00       757135.00
     2004       28            366649.00       389659.00       756308.00
     2004       29            365316.00       386787.00       752103.00
     2004       30            357546.00       379322.00       736868.00
     2004       31            356737.00       377960.00       734697.00
     2004       32            352019.00       371581.00       723600.00
     2004       33            348221.00       367635.00       715856.00
     2004       34            346339.00       362651.00       708990.00
     2004       35            345369.00       359891.00       705260.00
     2004       36            349552.00       361144.00       710696.00
     2004       37            343742.00       354732.00       698474.00
     2004       38            343649.00       351509.00       695158.00
     2004       39            349880.00       356621.00       706501.00
     2004       40            333825.00       340380.00       674205.00
     2004       41            324220.00       328362.00       652582.00
     2004       42            318478.00       320356.00       638834.00
     2004       43            321518.00       323179.00       644697.00
     2004       44            313678.00       314110.00       627788.00
     2004       45            307658.00       307746.00       615404.00
     2004       46            301619.00       300380.00       601999.00
     2004       47            281884.00       280432.00       562316.00
     2004       48            274197.00       272097.00       546294.00
     2004       49            263227.00       258948.00       522175.00
     2004       50            263228.00       260747.00       523975.00
     2004       51            262336.00       260361.00       522697.00
     2004       52            246633.00       242492.00       489125.00
     2004       53            241782.00       237440.00       479222.00
     2004       54            253784.00       245258.00       499042.00
     2004       55            266283.00       257446.00       523729.00
     2004       56            243391.00       234858.00       478249.00
     2004       57            234508.00       223568.00       458076.00
     2004       58            247479.00       234954.00       482433.00
     2004       59            235605.00       222310.00       457915.00
     2004       60            233003.00       220444.00       453447.00
     2004       61            202148.00       190046.00       392194.00
     2004       62            186986.00       175858.00       362844.00
     2004       63            232994.00       215797.00       448791.00
     2004       64            158184.00       141423.00       299607.00
     2004       65            180200.00       161503.00       341703.00
     2004       66            202778.00       180930.00       383708.00
     2004       67            227015.00       195828.00       422843.00
     2004       68            218218.00       190150.00       408368.00
     2004       69            217519.00       186648.00       404167.00
     2004       70            224091.00       189794.00       413885.00
     2004       71            220936.00       184169.00       405105.00
     2004       72            209113.00       172554.00       381667.00
     2004       73            211847.00       167957.00       379804.00
     2004       74            198286.00       154609.00       352895.00
     2004       75            195597.00       148091.00       343688.00
     2004       76            180297.00       133879.00       314176.00
     2004       77            178310.00       128529.00       306839.00
     2004       78            166925.00       115509.00       282434.00
     2004       79            159699.00       107216.00       266915.00
     2004       80            151686.92       100271.71       251958.63
     2004       81            148029.13        89788.06       237817.19
     2004       82            127808.99        79366.38       207175.37
     2004       83            117967.39        63889.56       181856.95
     2004       84             95947.56        49461.79       145409.35
     2004       85             90043.13        42738.48       132781.61
     2004       86             78244.27        36112.58       114356.85
     2004       87             68803.00        30726.48        99529.48
     2004       88             61142.16        26471.22        87613.38
     2004       89             53631.15        21829.72        75460.87
     2004       90             44681.61        17768.64        62450.25
     2004       91             37421.43        14142.27        51563.70
     2004       92             28860.65        10733.27        39593.92
     2004       93             22937.78         7996.23        30934.01
     2004       94             16610.88         5754.28        22365.16
